name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear,Gender,Source
Lili Qiu,2021,Program,UT Austin,Lili Qiu,UT Austin,North America,Female,Female,2001,Female,FullNameMatch
Lixin Gao,2021,Program,University of Massachusetts Amherst,Lixin Gao,University of Massachusetts Amherst,North America,Female,Female,1997,Female,FullNameMatch
Matthew Caesar 0001,2021,Program,University of Illinois UrbanaâChampaign,Matthew Caesar 0001,University of Illinois UrbanaâChampaign,North America,Male,Male,2007,Male,FullNameMatch
Michael Schapira,2021,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008,Male,FullNameMatch
Mohammad Alizadeh,2021,Program,Massachusetts Institute of Technology,Mohammad Alizadeh,Massachusetts Institute of Technology,North America,Male,Male,2013,Male,FullNameMatch
Morley Mao,2021,Program,University of Michigan,Morley Mao,University of Michigan,North America,,Female,2003,Female,FuzzyMatch
Mosharaf Chowdhury,2021,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,North America,Male,Male,2015,Male,FullNameMatch
Muhammad Shahbaz,2021,Program,Purdue University,Muhammad Shahbaz,Purdue University,North America,Male,Male,2018,Male,FullNameMatch
Mythili Vutukuru,2021,Program,IIT Bombay,Mythili Vutukuru,IIT Bombay,Asia,Female,Female,2010,Female,FullNameMatch
Nate Foster,2021,Program,Cornell University,Nate Foster,Cornell University,North America,Male,Male,2009,Male,FullNameMatch
Nathan Bronson,2021,Program,Rockset,Nathan Bronson,Rockset,North America,Male,Male,2011,Male,FullNameMatch
Neil Spring,2021,Program,Facebook,Neil Spring,Facebook,North America,Male,Male,2004,Male,FullNameMatch
Noa Zilberman,2021,Program,University of Oxford,Noa Zilberman,University of Oxford,Europe,Female,Female,2013,Female,FullNameMatch
Olivier Bonaventure,2021,Program,UCLouvain,Olivier Bonaventure,UCLouvain,Europe,Male,Male,1999,Male,FullNameMatch
Radhika Niranjan Mysore,2021,Program,VMWare,Radhika Niranjan Mysore,VMWare,North America,Female,Female,2013,Female,FullNameMatch
Rajalakshmi Nandakumar,2021,Program,Cornell University,Rajalakshmi Nandakumar,Cornell University,North America,Female,Female,2013,Female,FullNameMatch
Ratul Mahajan,2021,Program,University of Washington and Intentionet,Ratul Mahajan,University of Washington and Intentionet,North America,Male,Male,2005,Male,FullNameMatch
Ravi Netravali,2021,Program,UC Los Angeles / Princeton University,Ravi Netravali,UC Los Angeles / Princeton University,North America,Male,Male,2018,Male,FullNameMatch
Romit Roy Choudhury,2021,Program,University of Illinois UrbanaâChampaign,Romit Roy Choudhury,University of Illinois UrbanaâChampaign,North America,Male,Male,2006,Male,FullNameMatch
Srini Seshan,2021,Program,Carnegie Mellon University,Srini Seshan,Carnegie Mellon University,North America,Male,Male,1993,Male,FullNameMatch
Stefano Vissicchio,2021,Program,University College London,Stefano Vissicchio,University College London,Europe,Male,Male,2012,Male,FullNameMatch
Sylvia Ratnasamy,2021,Program,UC Berkeley,Sylvia Ratnasamy,UC Berkeley,North America,Female,Female,2002,Female,FullNameMatch
Theo Benson,2021,Program,Brown University,Theo Benson,Brown University,North America,Male,Male,2012,Male,FullNameMatch
Venkat Padmanabhan,2021,Program,Microsoft,Venkat Padmanabhan,Microsoft,Asia,,Male,1998,Male,FuzzyMatch
Vincent Liu,2021,Program,University of Pennsylvania,Vincent Liu,University of Pennsylvania,North America,Male,Male,2016,Male,FullNameMatch
Vishal Misra,2021,Program,Columbia University,Vishal Misra,Columbia University,North America,Male,Male,2000,Male,FullNameMatch
Xiaowei Yang,2021,Program,Duke University,Xiaowei Yang,Duke University,North America,Female,Female,2004,Female,FullNameMatch
Xin Jin,2021,Program,Peking University,Xin Jin,Peking University,Asia,Male,Male,2016,Male,FullNameMatch
Yasaman Ghasempour,2021,Program,Princeton University,Yasaman Ghasempour,Princeton University,North America,Female,Female,2020,Female,FullNameMatch
Yashar Ganjali,2021,Program,University of Toronto and Huawei Canada,Yashar Ganjali,University of Toronto and Huawei Canada,North America,Male,Male,2006,Male,FullNameMatch
Yibo Zhu,2021,Program,ByteDance,Yibo Zhu,ByteDance,Asia,Male,Male,2016,Male,FullNameMatch
Zaffar Ayyub Qazi,2021,Program,Lahore University of Management Sciences,Zaffar Ayyub Qazi,Lahore University of Management Sciences,Asia,,Male,2016,Male,FuzzyMatch
Brighten Godfrey,2022,Program,University of Illinois at Urbana-Champaign,Brighten Godfrey,University of Illinois at Urbana-Champaign,North America,,Male,2009,Male,FuzzyMatch
Bruce Maggs,2022,Program,Duke University and Emerald Innovations,Bruce Maggs,Duke University and Emerald Innovations,North America,Male,Male,1989,Male,FullNameMatch
Ahmed Saeed,2022,Program,Georgia Institute of Technology,Ahmed Saeed,Georgia Institute of Technology,North America,,Male,2019,Male,FuzzyMatch
Alan Zaoxing Liu,2022,Program,Boston University,Alan Zaoxing Liu,Boston University,North America,,Male,2018,Male,FuzzyMatch
Alex Afanasyev,2022,Program,Florida International University,Alex Afanasyev,Florida International University,North America,Male,Male,2013,Male,FullNameMatch
Amin Vahdat,2022,Program,Google,Amin Vahdat,Google,North America,Male,Male,1998,Male,FullNameMatch
Ang Chen,2022,Program,Rice University,Ang Chen,Rice University,North America,Male,Male,2017,Male,FullNameMatch
Aurojit Panda,2022,Program,New York University,Aurojit Panda,New York University,North America,Male,Male,2017,Male,FullNameMatch
Barath Raghavan,2022,Program,University of Southern California / Invisv,Barath Raghavan,University of Southern California / Invisv,North America,Male,Male,2009,Male,FullNameMatch
Behnaz Arzani,2022,Program,Microsoft,Behnaz Arzani,Microsoft,North America,Female,Female,2017,Female,FullNameMatch
Bhuvana Krishnaswamy,2022,Program,University of Wisconsin-Madison,Bhuvana Krishnaswamy,University of Wisconsin-Madison,North America,Female,Female,2016,Female,FullNameMatch
Boon Thau Loo,2022,Program,University of Pennsylvania,Boon Thau Loo,University of Pennsylvania,North America,Male,Male,2006,Male,FullNameMatch
Brad Karp,2022,Program,University College London,Brad Karp,University College London,Europe,Male,Male,2000,Male,FullNameMatch
Danyang Zhuo,2022,Program,Duke University,Danyang Zhuo,Duke University,North America,Male,Male,2019,Male,FullNameMatch
Dave Levin,2022,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,2010,Male,FullNameMatch
Dongsu Han,2022,Program,Korea Advanced Institute of Science and Technology,Dongsu Han,Korea Advanced Institute of Science and Technology,Asia,Male,Male,2012,Male,FullNameMatch
Elahe Soltanaghai,2022,Program,University of Illinois at Urbana-Champaign,Elahe Soltanaghai,University of Illinois at Urbana-Champaign,North America,Female,Female,2019,Female,FullNameMatch
Ennan Zhai,2022,Program,Alibaba,Ennan Zhai,Alibaba,North America,Male,Male,2015,Male,FullNameMatch
Fadel Adib,2022,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,2016,Male,FullNameMatch
GÃ¡bor RÃ©tvÃ¡ri,2022,Program,Budapest University of Technology and Economics & Ericsson Research,Gabor Retvari,Budapest University of Technology and Economics & Ericsson Research,Europe,Male,Male,2007,Male,FullNameMatch
Haitham Hassanieh,2022,Program,University of Illinois at Urbana-Champaign,Haitham Hassanieh,University of Illinois at Urbana-Champaign,North America,Male,Male,2016,Male,FullNameMatch
Haiying Shen,2022,Program,University of Virginia,Haiying Shen,University of Virginia,North America,Female,Female,2006,Female,FullNameMatch
Hamed Haddadi,2022,Program,Imperial College London and Brave,Hamed Haddadi,Imperial College London and Brave,Europe,Male,Male,2008,Male,FullNameMatch
Heather Zheng,2022,Program,University of Chicago,Heather Zheng,University of Chicago,North America,Female,Female,1999,Female,FullNameMatch
Henning Schulzrinne,2022,Program,Columbia University,Henning Schulzrinne,Columbia University,North America,Male,Male,1992,Male,FullNameMatch
James Hongyi Zeng,2022,Program,Meta,James Hongyi Zeng,Meta,North America,,Male,2014,Male,FuzzyMatch
Jia Wang,2022,Program,AT&T,Jia Wang,AT&T,North America,Female,Female,2001,Female,FullNameMatch
Jiasi Chen,2022,Program,"University of California, Riverside",Jiasi Chen,"University of California, Riverside",North America,Female,Female,2015,Female,FullNameMatch
Jon Crowcroft,2022,Program,University of Cambridge,Jon Crowcroft,University of Cambridge,Europe,Male,Male,1993,Male,FullNameMatch
Kyle Jamieson,2022,Program,Princeton University,Kyle Jamieson,Princeton University,North America,Male,Male,2008,Male,FullNameMatch
Lalith Suresh,2022,Program,VMware,Lalith Suresh,VMware,North America,Male,Male,2016,Male,FullNameMatch
Lixia Zhang,2022,Program,"University of California, Los Angeles",Lixia Zhang,"University of California, Los Angeles",North America,Female,Female,1989,Female,FullNameMatch
Manya Ghobadi,2022,Program,Massachusetts Institute of Technology,Manya Ghobadi,Massachusetts Institute of Technology,North America,Female,Female,2013,Female,FullNameMatch
Marco Canini,2022,Program,King Abdullah University of Science and Technology,Marco Canini,King Abdullah University of Science and Technology,Asia,Male,Male,2009,Male,FullNameMatch
Mark Handley,2022,Program,University College London,Mark Handley,University College London,Europe,Male,Male,1997,Male,FullNameMatch
Michael Mitzenmacher,2022,Program,Harvard University,Michael Mitzenmacher,Harvard University,North America,Male,Male,1996,Male,FullNameMatch
Michael Schapira,2022,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008,Male,FullNameMatch
Ming Liu,2022,Program,University of Wisconsin-Madison,Ming Liu,University of Wisconsin-Madison,North America,,Male,2020,Male,FuzzyMatch
Morley Mao,2022,Program,University of Michigan and Google,Morley Mao,University of Michigan and Google,North America,,Female,2003,Female,FuzzyMatch
Mosharaf Chowdhury,2022,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,North America,Male,Male,2015,Male,FullNameMatch
Neeraja J. Yadwadkar,2022,Program,UT Austin and VMware Research,Neeraja J. Yadwadkar,UT Austin and VMware Research,North America,Female,Female,2018,Female,FullNameMatch
Nick Feamster,2022,Program,University of Chicago,Nick Feamster,University of Chicago,North America,Male,Male,2005,Male,FullNameMatch
Oliver Hohlfeld,2022,Program,Brandenburg University of Technology,Oliver Hohlfeld,Brandenburg University of Technology,Europe,Male,Male,2013,Male,FullNameMatch
Omid Abari,2022,Program,"University of California, Los Angeles",Omid Abari,"University of California, Los Angeles",North America,Male,Male,2018,Male,FullNameMatch
Rachee Singh,2022,Program,Microsoft,Rachee Singh,Microsoft,North America,Female,Female,2021,Female,FullNameMatch
Ramesh Sitaraman,2022,Program,University of Massachusetts Amherst,Ramesh Sitaraman,University of Massachusetts Amherst,North America,,Male,1993,Male,FuzzyMatch
Ran Ben Basat,2022,Program,University College London,Ran Ben Basat,University College London,Europe,Male,Male,2018,Male,FullNameMatch
Ranveer Chandra,2022,Program,Microsoft,Ranveer Chandra,Microsoft,North America,Male,Male,2005,Male,FullNameMatch
Renata Teixeira,2022,Program,Netflix,Renata Teixeira,Netflix,Europe,Female,Female,2005,Female,FullNameMatch
Robert SoulÃ©,2022,Program,Yale University,Robert Soulac,Yale University,North America,,Male,2012,Male,FuzzyMatch
Roland van Rijswijk-Deij,2022,Program,University of Twente,Roland van Rijswijk-Deij,University of Twente,Europe,Male,Male,2017,Male,FullNameMatch
Sachin Katti,2022,Program,Intel and Stanford University,Sachin Katti,Intel and Stanford University,North America,Male,Male,2008,Male,FullNameMatch
Sanjay Rao,2022,Program,Purdue University,Sanjay Rao,Purdue University,North America,Male,Male,2004,Male,FullNameMatch
Sergey Gorinsky,2022,Program,IMDEA Networks Institute,Sergey Gorinsky,IMDEA Networks Institute,Europe,Male,Male,2003,Male,FullNameMatch
Shivaram Venkataraman,2022,Program,University of Wisconsin-Madison,Shivaram Venkataraman,University of Wisconsin-Madison,North America,Male,Male,2017,Male,FullNameMatch
Shyam Gollakota,2022,Program,University of Washington,Shyam Gollakota,University of Washington,North America,Male,Male,2013,Male,FullNameMatch
Soo-Jin Moon,2022,Program,Google,Soo-Jin Moon,Google,North America,Female,Female,2020,Female,FullNameMatch
Steve Uhlig,2022,Program,Queen Mary University of London,Steve Uhlig,Queen Mary University of London,Europe,Male,Male,2004,Male,FullNameMatch
Sue Moon,2022,Program,Korea Advanced Institute of Science and Technology,Sue Moon,Korea Advanced Institute of Science and Technology,Asia,Female,Female,2000,Female,FullNameMatch
Walter Willinger,2022,Program,NIKSUN,Walter Willinger,NIKSUN,North America,Male,Male,1987,Male,FullNameMatch
Yang Richard Yang,2022,Program,Yale University,Yang Richard Yang,Yale University,North America,Male,Male,2001,Male,FullNameMatch
Zhi-Li Zhang,2022,Program,University of Minnesota,Zhi-Li Zhang,University of Minnesota,North America,Male,Male,1997,Male,FullNameMatch
Eddie Kohler,2023,Program,Harvard University,Eddie Kohler,Harvard University,North America,Male,Male,2001,Male,FullNameMatch
David Maltz,2023,Program,Microsoft,David Maltz,Microsoft,North America,Male,Male,2001,Male,FullNameMatch
Aditya Akella,2023,Program,UT Austin and Google,Aditya Akella,UT Austin and Google,North America,Male,Male,2005,Male,FullNameMatch
Alex C. Snoeren,2023,Program,UC San Diego / Google,Alex C. Snoeren,UC San Diego / Google,North America,Male,Male,2002,Male,FullNameMatch
Amar Phanishayee,2023,Program,Microsoft Research,Amar Phanishayee,Microsoft Research,North America,Male,Male,2012,Male,FullNameMatch
Andreas Haeberlen,2023,Program,University of Pennsylvania,Andreas Haeberlen,University of Pennsylvania,North America,Male,Male,2009,Male,FullNameMatch
Anirudh Sivaraman,2023,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,2017,Male,FullNameMatch
Anna Brunstrom,2023,Program,Karlstad University,Anna Brunstrom,Karlstad University,Europe,Female,Female,1996,Female,FullNameMatch
Anna Maria Mandalari,2023,Program,University College London,Anna Maria Mandalari,University College London,Europe,Female,Female,2018,Female,FullNameMatch
Behnaz Arzani,2023,Program,Microsoft Research,Behnaz Arzani,Microsoft Research,North America,Female,Female,2017,Female,FullNameMatch
Ben Y. Zhao,2023,Program,University of Chicago,Ben Y. Zhao,University of Chicago,North America,Male,Male,2004,Male,FullNameMatch
Brad Campbell,2023,Program,University of Virginia,Brad Campbell,University of Virginia,North America,Male,Male,2017,Male,FullNameMatch
Cecilia Testart/p>,2023,Program,MIT / Georgia Tech,Cecilia Testart,MIT / Georgia Tech,North America,,Female,2021,Female,FuzzyMatch
Danyang Zhuo,2023,Program,Duke University,Danyang Zhuo,Duke University,North America,Male,Male,2019,Male,FullNameMatch
David Choffnes,2023,Program,Northeastern University,David Choffnes,Northeastern University,North America,Male,Male,2010,Male,FullNameMatch
Dinesh Bharadia,2023,Program,"University of California, San Diego",Dinesh Bharadia,"University of California, San Diego",North America,Male,Male,2016,Male,FullNameMatch
Elizabeth Belding,2023,Program,University of California Santa Barbara,Elizabeth Belding,University of California Santa Barbara,North America,Female,Female,2000,Female,FullNameMatch
Fabian E. Bustamante,2023,Program,Northwestern University,Fabian E. Bustamante,Northwestern University,North America,Male,Male,2001,Male,FullNameMatch
Fadel Adib,2023,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,2016,Male,FullNameMatch
Ganesh Ananthanarayanan,2023,Program,Microsoft,Ganesh Ananthanarayanan,Microsoft,North America,Male,Male,2013,Male,FullNameMatch
Heming Cui,2023,Program,University of Hong Kong,Heming Cui,University of Hong Kong,Asia,Male,Male,2014,Male,FullNameMatch
Hitesh Ballani,2023,Program,Microsoft Research,Hitesh Ballani,Microsoft Research,Europe,Male,Male,2009,Male,FullNameMatch
James Hongyi Zeng,2023,Program,Facebook,James Hongyi Zeng,Facebook,North America,,Male,2014,Male,FuzzyMatch
John Heidemann,2023,Program,University of Southern California,John Heidemann,University of Southern California,North America,,Male,1995,Male,FuzzyMatch
Junchen Jiang,2023,Program,University of Chicago,Junchen Jiang,University of Chicago,North America,Male,Male,2017,Male,FullNameMatch
Justine Sherry,2023,Program,Carnegie Mellon University,Justine Sherry,Carnegie Mellon University,North America,Female,Female,2016,Female,FullNameMatch
K. K. Ramakrishnan,2023,Program,"University of California, Riverside",K. K. Ramakrishnan,"University of California, Riverside",North America,Male,Male,1983,Male,FullNameMatch
Kai Chen,2023,Program,Hong Kong University of Science and Technology,Kai Chen,Hong Kong University of Science and Technology,Asia,,Male,2012,Male,FuzzyMatch
Kate Lin,2023,Program,National Chiao Tung University,Kate Lin,National Chiao Tung University,Asia,,Female,2009,Female,FuzzyMatch
Katerina Argyraki,2023,Program,EPFL,Katerina Argyraki,EPFL,Europe,,Female,2007,Female,FuzzyMatch
Keon Jang,2023,Program,Rubrik and MPI-SWS,Keon Jang,Rubrik and MPI-SWS,Europe,Male,Male,2012,Male,FullNameMatch
Lydia Y. Chen,2023,Program,TU Delft,Lydia Y. Chen,TU Delft,Europe,Female,Female,2006,Female,FullNameMatch
Maria Gorlatova,2023,Program,Duke University,Maria Gorlatova,Duke University,North America,Female,Female,2013,Female,FullNameMatch
Michael Schapira,2023,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,2008,Male,FullNameMatch
Minlan Yu,2023,Program,Harvard University,Minlan Yu,Harvard University,North America,Female,Female,2011,Female,FullNameMatch
Neeraja J. Yadwadkar,2023,Program,UT Austin and VMware Research,Neeraja J. Yadwadkar,UT Austin and VMware Research,North America,Female,Female,2018,Female,FullNameMatch
Noa Zilberman,2023,Program,University of Oxford,Noa Zilberman,University of Oxford,Europe,Female,Female,2013,Female,FullNameMatch
Omid Abari,2023,Program,UCLA,Omid Abari,UCLA,North America,Male,Male,2018,Male,FullNameMatch
Paolo Costa,2023,Program,Microsoft Research,Paolo Costa,Microsoft Research,Europe,Male,Male,2002,Male,FullNameMatch
Peter Steenkiste,2023,Program,CMU,Peter Steenkiste,CMU,North America,Male,Male,1987,Male,FullNameMatch
Rajesh Balan,2023,Program,Singapore Management University,Rajesh Balan,Singapore Management University,Asia,Male,Male,2006,Male,FullNameMatch
Ranveer Chandra,2023,Program,Microsoft,Ranveer Chandra,Microsoft,North America,Male,Male,2005,Male,FullNameMatch
Sanjay Rao,2023,Program,Purdue University,Sanjay Rao,Purdue University,North America,Male,Male,2004,Male,FullNameMatch
Shuai Mu,2023,Program,Stony Brook University,Shuai Mu,Stony Brook University,North America,Male,Male,2015,Male,FullNameMatch
Suman Banerjee,2023,Program,University of Wisconsin -- Madison,Suman Banerjee,University of Wisconsin -- Madison,North America,Male,Male,2003,Male,FullNameMatch
Sung-Ju Lee,2023,Program,KAIST,Sung-Ju Lee,KAIST,Asia,Male,Male,2000,Male,FullNameMatch
T. S. Eugene Ng,2023,Program,Rice University,T. S. Eugene Ng,Rice University,North America,Male,Male,2003,Male,FullNameMatch
Tam Vu,2023,Program,"University of Colorado, Boulder",Tam Vu,"University of Colorado, Boulder",North America,Male,Male,2013,Male,FullNameMatch
Timothy G. Griffin,2023,Program,University of Cambridge,Timothy G. Griffin,University of Cambridge,Europe,Male,Male,1988,Male,FullNameMatch
Wen Hu,2023,Program,UNSW,Wen Hu,UNSW,Australia,Male,Male,2006,Male,FullNameMatch
Xiaowei Yang,2023,Program,Duke and Google,Xiaowei Yang,Duke and Google,North America,Female,Female,2004,Female,FullNameMatch
Y. Charlie Hu,2023,Program,Purdue University,Y. Charlie Hu,Purdue University,North America,Male,Male,1997,Male,FullNameMatch
Yashar Ganjali,2023,Program,"University of Toronto, Huawei Canada",Yashar Ganjali,"University of Toronto, Huawei Canada",North America,Male,Male,2006,Male,FullNameMatch
Yibo Zhu,2023,Program,Google Inc.,Yibo Zhu,Google Inc.,Asia,Male,Male,2016,Male,FullNameMatch
Ying Zhang,2023,Program,Facebook,Ying Zhang,Facebook,North America,Female,Female,2009,Female,FullNameMatch
Yingying Chen,2023,Program,Rutgers University,Yingying Chen,Rutgers University,North America,Female,Female,2007,Female,FullNameMatch
Yiting Xia,2023,Program,Max Planck Institute for Informatics,Yiting Xia,Max Planck Institute for Informatics,Europe,Female,Female,2018,Female,FullNameMatch
Yiying Zhang,2023,Program,"University of California, San Diego",Yiying Zhang,"University of California, San Diego",North America,Female,Female,2019,Female,FullNameMatch
Yu Hua,2023,Program,Huazhong University of Science and Technology,Yu Hua,Huazhong University of Science and Technology,Asia,Male,Male,2005,Male,FullNameMatch
Yunxin Liu,2023,Program,"Institute for AI Industry Research (AIR), Tsinghua University",Yunxin Liu,"Institute for AI Industry Research (AIR), Tsinghua University",Asia,Male,Male,2011,Male,FullNameMatch
Zhizhen Zhong,2023,Program,Massachusetts Institute of Technology,Zhizhen Zhong,Massachusetts Institute of Technology,North America,Male,Male,2019,Male,FullNameMatch
