name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear
Brighten Godfrey,2015,Program,"University of Illinois, USA",Brighten Godfrey,"University of Illinois, USA",North America,,Male,2009
Sharon Goldberg,2015,Program,"Boston University, USA",Sharon Goldberg,"Boston University, USA",North America,Female,Female,2009
Kyle Jamieson,2015,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008
Srikanth Kandula,2015,Program,"Microsoft Research, USA",Srikanth Kandula,"Microsoft Research, USA",North America,Male,Male,2008
Dina Katabi,2015,Program,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,2003
Sachin Katti,2015,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008
Ethan Katz-Bassett,2015,Program,"University of Southern California, USA",Ethan Katz-Bassett,"University of Southern California, USA",North America,Male,Male,2012
Teemu Koponen,2015,Program,"VMware, USA",Teemu Koponen,"VMware, USA",North America,Male,Male,2008
John C.S.Lui,2015,Program,"Chinese Univ. of Hong Kong, Hong Kong",John C.S.Lui,"Chinese Univ. of Hong Kong, Hong Kong",Asia,,Male,1993
Z. Morley Mao,2015,Program,"Univ. of Michigan, USA",Z. Morley Mao,"Univ. of Michigan, USA",North America,Female,Female,2003
Dave Oran,2015,Program,"Cisco, USA",Dave Oran,"Cisco, USA",North America,,Male,?
George Papen,2015,Program,"UC San Diego ECE, USA",George Papen,"UC San Diego ECE, USA",North America,Male,Male,1989
KyoungSoo Park,2015,Program,"KAIST, Korea",KyoungSoo Park,"KAIST, Korea",Asia,Male,Male,2007
